[2009/05/11 07:30:00] 0
[2009/05/11 08:30:00] 4
[2009/05/11 09:30:00] 9
[2009/05/11 10:30:00] 14
[2009/05/11 11:30:00] 19
[2009/05/11 12:30:00] 24
[2009/05/11 13:30:00] 29
[2009/05/11 14:30:00] 34
[2009/05/11 15:30:00] 38
[2009/05/11 16:30:00] 43
[2009/05/11 17:30:00] 47
[2009/05/11 18:30:00] 52
[2009/05/11 19:30:00] 56
[2009/05/11 20:30:00] 60
[2009/05/11 21:30:00] 64
[2009/05/11 22:30:00] 68
[2009/05/11 23:30:00] 71
[2009/05/12 00:30:00] 75
[2009/05/12 01:30:00] 78
[2009/05/12 02:30:00] 81
[2009/05/12 03:30:00] 84
[2009/05/12 04:30:00] 86
[2009/05/12 05:30:00] 89
[2009/05/12 06:30:00] 91
[2009/05/12 07:30:00] 93
[2009/05/12 08:30:00] 94
[2009/05/12 09:30:00] 96
[2009/05/12 10:30:00] 97
[2009/05/12 11:30:00] 98
[2009/05/12 12:30:00] 99
[2009/05/12 13:30:00] 99
[2009/05/12 14:30:00] 99
[2009/05/12 15:30:00] 99
[2009/05/12 16:30:00] 99
[2009/05/12 17:30:00] 99
[2009/05/12 18:30:00] 98
[2009/05/12 19:30:00] 97
[2009/05/12 20:30:00] 96
[2009/05/12 21:30:00] 94
[2009/05/12 22:30:00] 92
[2009/05/12 23:30:00] 90
[2009/05/13 00:30:00] 88
[2009/05/13 01:30:00] 86
[2009/05/13 02:30:00] 83
[2009/05/13 03:30:00] 80
[2009/05/13 04:30:00] 77
[2009/05/13 05:30:00] 74
[2009/05/13 06:30:00] 71
[2009/05/13 07:30:00] 67
[2009/05/13 08:30:00] 63
[2009/05/13 09:30:00] 59
[2009/05/13 10:30:00] 55
[2009/05/13 11:30:00] 51
[2009/05/13 12:30:00] 47
[2009/05/13 13:30:00] 42
[2009/05/13 14:30:00] 38
[2009/05/13 15:30:00] 33
[2009/05/13 16:30:00] 28
[2009/05/13 17:30:00] 23
[2009/05/13 18:30:00] 19
[2009/05/13 19:30:00] 14
[2009/05/13 20:30:00] 9
[2009/05/13 21:30:00] 4
[2009/05/13 22:30:00] 0
[2009/05/13 23:30:00] -5
[2009/05/14 00:30:00] -10
[2009/05/14 01:30:00] -15
[2009/05/14 02:30:00] -20
[2009/05/14 03:30:00] -25
[2009/05/14 04:30:00] -30
[2009/05/14 05:30:00] -35
[2009/05/14 06:30:00] -39
[2009/05/14 07:30:00] -44
[2009/05/14 08:30:00] -48
[2009/05/14 09:30:00] -52
[2009/05/14 10:30:00] -57
[2009/05/14 11:30:00] -61
[2009/05/14 12:30:00] -65
[2009/05/14 13:30:00] -68
[2009/05/14 14:30:00] -72
[2009/05/14 15:30:00] -75
[2009/05/14 16:30:00] -78
[2009/05/14 17:30:00] -81
[2009/05/14 18:30:00] -84
[2009/05/14 19:30:00] -87
[2009/05/14 20:30:00] -89
[2009/05/14 21:30:00] -91
[2009/05/14 22:30:00] -93
[2009/05/14 23:30:00] -95
[2009/05/17 00:30:00] 53
[2009/05/17 01:30:00] 57
[2009/05/17 02:30:00] 61
[2009/05/17 03:30:00] 65
[2009/05/17 04:30:00] 69
[2009/05/17 05:30:00] 72
[2009/05/17 06:30:00] 76
[2009/05/17 07:30:00] 79
[2009/05/17 08:30:00] 82
[2009/05/17 09:30:00] 85
[2009/05/17 10:30:00] 87
[2009/05/17 11:30:00] 89
[2009/05/17 12:30:00] 91
[2009/05/17 13:30:00] 93
[2009/05/17 14:30:00] 95
[2009/05/17 15:30:00] 96
[2009/05/17 16:30:00] 97
[2009/05/17 17:30:00] 98
[2009/05/17 18:30:00] 99
[2009/05/17 19:30:00] 99
[2009/05/17 20:30:00] 99
[2009/05/17 21:30:00] 99
[2009/05/17 22:30:00] 99
[2009/05/17 23:30:00] 98
[2009/05/18 00:30:00] 98
[2009/05/18 01:30:00] 96
[2009/05/18 02:30:00] 95
[2009/05/18 03:30:00] 94
[2009/05/18 04:30:00] 92
[2009/05/18 05:30:00] 90
[2009/05/18 06:30:00] 87
